StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID2,QID3,QID4,QID4_5_TEXT,QID7,QID6,QID8,QID8_25_TEXT,QID10,QID11,QID12,QID13,QID15,QID16,QID17,QID40,QID18,QID19,QID20,QID21,QID22,QID23,QID24,QID25,QID26,QID28,QID29,QID30,QID31,QID32
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Computer Data and Information Sciences,,Moderately familiar,Very familiar,Slightly familiar,Yes,"Linux kernel and many tools, compilers such as gcc, Python and many valuable libraries",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Computer Data and Information Sciences,,Moderately familiar,Extremely familiar,Slightly familiar,Yes,"HTCondor, Linux, gcc, ",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,"Linux Kernel, HTCondor, Ceph, and a variety of tools that are available on standard Linux distributions.",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Flexibility,Customization,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Communication Sciences and Disorders (CSD),,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,"Ida Institute Tools for Hearing Rehabilitation 
Otis, AudSim and SmartVS for audiology simulation for hearing assessments 
R software for statistical analysis ",Critical/Vital/Essential,"Matlab,SPSS from IBM",I use open source software about the same as the licensed software in CSL,"Reproducibility,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Some value,Yes,Lab classes to use open source software to do statistical analysis,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Engineering,,Slightly familiar,Very familiar,Moderately familiar,Yes,"julia/jump, pyomo, highs, scip, coin-ir, ",Valuable,,I use open source software much more than the licensed software in CSL,"Flexibility,Lower Costs",Not sure,Strongly agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,Office of the Vice Chancellor for Research,,Moderately familiar,Extremely familiar,Not familiar at all,Yes,"Linux, Python and a dozen other programming languages and tools.",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Very familiar,No,,Valuable,"NVivo,STATA",I use open source software much less than the licensed software in CSL,Lower Costs,Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,College of Letters and Sciences,,Not familiar at all,Not familiar at all,Not familiar at all,No,,Neutral,,"N/A, I don't use either",,Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Extremely familiar,Extremely familiar,Yes,"R, khan academy",Critical/Vital/Essential,SPSS from IBM,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,JOINT FINANCE AND ECON,,Wisconsin School of Business,,Not familiar at all,Extremely familiar,Very familiar,Yes,GITHUB,Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support",Yes,Somewhat agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,Yes,JULIA,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Not familiar at all,Yes,"Shinyapp
R for statistics",Valuable,"NVivo,SPSS from IBM",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Neutral,Yes,"I took a class on Introduction to using R statistical software last summer, though it was run by someone who is not at UW-Madison.",No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,Other,DSI,Very familiar,Very familiar,Very familiar,Yes,"python packages: pytorch, tensorflow, pandas, numpy, altair...",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Customization,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Letters and Sciences,,Moderately familiar,Slightly familiar,Not familiar at all,Yes,technical equipment for language teaching-learning,Valuable,,"N/A, I don't use either","Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Neither agree nor disagree,Somewhat agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Computer Data and Information Sciences,,Moderately familiar,Extremely familiar,Extremely familiar,Yes,"ssh; uncountable numbers of linux utilities; the Linux kernel itself and linux distros such as CentOS; batch schedulers such as HTCondor, SLURM, and more. ",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Computer Data and Information Sciences,,Not familiar at all,Extremely familiar,Slightly familiar,Yes,I help develop HTCondor and open source Distributed High Throughput Computing Software,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,Yes,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,Division of the Arts,,Slightly familiar,Slightly familiar,Slightly familiar,No,,Valuable,,"N/A, I don't use either","Knowledge Sharing,Flexibility",Yes,Somewhat disagree,Somewhat disagree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,College of Letters and Sciences,,Not familiar at all,Slightly familiar,Moderately familiar,No,,Valuable,NVivo,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Science,,School of Computer Data and Information Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,"Linux, FreeBSD, OpenBSD, GCC, Clang, vim, gnu core utils and other tools I use everyday.",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility,Customization,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Physics,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Very familiar,Yes,"PyTorch, NumPy, Conda",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Computer Data and Information Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,"Too many to name.   Most web development frameworks (Laravel, JQuery, Bootstrap, Backbone, Marionette etc.) and web server tools (Linux, Apache, SQL, etc.)",Valuable,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Scalability,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat disagree,Yes,Somewhat disagree,Some value,Yes,I attended a Data Science Hub workshop.,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,0-1 years,Other,Data Science Institute,Not familiar at all,Moderately familiar,Moderately familiar,Yes,"R, RStudio",Critical/Vital/Essential,STATA,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Scalability,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat disagree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,7-10 years,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Moderately familiar,Yes,R,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Somewhat agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,python ,Valuable,Mathematica,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability",Yes,Somewhat disagree,Somewhat disagree,Yes,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,School of Medicine and Public Health,,Slightly familiar,Very familiar,Very familiar,Yes,"QuPath, ImageJ, Python, R",Critical/Vital/Essential,,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,No,,Neutral,"Matlab,STATA",I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Postdoc,,,,Other,Data Science Institute,Moderately familiar,Extremely familiar,Extremely familiar,Yes,"Python, C++, NumPy, SciPy, Awkward, boost-histogram, pyhf, JAX, PyTorch, h5py, ROOT",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Customization",Yes,Strongly agree,Strongly agree,Yes,Somewhat disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Physics PhD,,College of Letters and Sciences,,Slightly familiar,Extremely familiar,Slightly familiar,Yes,"Python, numpy, spicy. Various NASA software packages for astrophysical data analysis. Most astrophysics software.",Critical/Vital/Essential,Mathematica,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support",Yes,Somewhat agree,Strongly agree,Yes,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Slightly familiar,Slightly familiar,No,,Valuable,,"N/A, I don't use either",Knowledge Sharing,Not sure,Strongly agree,Somewhat agree,No,Strongly agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,School of Computer Data and Information Sciences,,Moderately familiar,Extremely familiar,Very familiar,Yes,"Open Source software - lots and lots of it!  HTCondor, Linux, Gnu tools and compilers, Python, etc etc etc",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Scalability,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,No,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,7-10 years,College of Letters and Sciences,,Slightly familiar,Slightly familiar,Moderately familiar,No,,Valuable,"SmartDraw,TechSmith Camtasia,SPSS from IBM",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs",Not sure,Neither agree nor disagree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Education,,Not familiar at all,Extremely familiar,Moderately familiar,Yes,R,Critical/Vital/Essential,"NVivo,SPSS from IBM",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,Yes,"R short courses, R instruction in graduate courses.",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Economics,,College of Letters and Sciences,,Not familiar at all,Extremely familiar,Very familiar,Yes,"Mainly the programming languages R, Python and Julia, along with the thousands of packages implemented in each one.",Critical/Vital/Essential,"Matlab,STATA",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization,Lower Costs",Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Very valuable,Yes,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,Other,"TU Dresden, Department Psychology",Moderately familiar,Moderately familiar,Not familiar at all,Yes,"CONN toolbox, RStudio",Critical/Vital/Essential,Matlab,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs",Yes,Somewhat agree,Somewhat agree,No,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Slightly familiar,Slightly familiar,Moderately familiar,Yes,R/R Studio,Valuable,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs",Not sure,Strongly agree,Strongly agree,No,Strongly agree,Very valuable,Yes,I have attended Webinars on how to use R,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Medicine and Public Health,,Very familiar,Extremely familiar,Very familiar,Yes,"Virtually all of the deep sequencing software tools and workflow management systems (e.g., Nextflow, Snakemake) are open source; I'm working with local LLMs that are open sourced; many other daily use command line tools I use are open source. Also, most of the workflows I run on CHTC are done with open source tools.",Valuable,JMP,I use open source software much more than the licensed software in CSL,"Reproducibility,Scalability,Customization,Lower Costs,Vendor Independence",Yes,Somewhat agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Some value,Yes,I've sent students and staff to Data Carpentry and similar courses and have reviewed their notes. I've taken the CHTC/OSG summer school course.,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,School of Medicine and Public Health,,Not familiar at all,Very familiar,Very familiar,Yes,REDCap,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Customization,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Economics and Finance,,College of Letters and Sciences,,Extremely familiar,Extremely familiar,Extremely familiar,Yes,"Julia, Python, Git",Critical/Vital/Essential,"Matlab,STATA",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Lower Costs",Yes,Strongly agree,Strongly agree,No,Somewhat disagree,Very valuable,Yes,Julia,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Ag & applied economics,,College of Agricultural and Life Sciences,,Not familiar at all,Slightly familiar,Slightly familiar,No,,Neutral,"Matlab,STATA",I use open source software much more than the licensed software in CSL,Lower Costs,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,Yes,R training from the college library STS program,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Mathematics,,College of Letters and Sciences,,Very familiar,Extremely familiar,Very familiar,Yes,,Critical/Vital/Essential,Mathematica,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Somewhat agree,Strongly agree,No,Strongly disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Math,,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Moderately familiar,Yes,,Critical/Vital/Essential,"Mathematica,Matlab",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,College of Letters and Sciences,,Very familiar,Very familiar,Very familiar,Yes,MyOpenMath-an opensource homework system that we use for several classes. I also do research using SAGE.,Valuable,Maple,I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Agricultural and Life Sciences,,Very familiar,Very familiar,Very familiar,Yes,Open Source Seed Initiative,Critical/Vital/Essential,"Matlab,SAS",I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Strongly agree,Very valuable,Yes,"I have my students take some of the R classes to learn how to use R, and also occasionally LaTeX, Data Carpentry and other trainings from sources outside UW.",Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Moderately familiar,Very familiar,Moderately familiar,Yes,"Linux, GCC, Python, Julia, TeX; Sagemath, Sympy, matplotlib, and most mathematical software I used in my research ",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Flexibility",Yes,Strongly agree,Strongly agree,No,Somewhat agree,Neutral,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Slightly familiar,Moderately familiar,Moderately familiar,Yes,"wikipedia, twine, scratch, arduino, sketchup",Valuable,Autodesk,I use open source software much less than the licensed software in CSL,"Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,No,,Neutral,STATA,I use open source software much less than the licensed software in CSL,Lower Costs,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,7-10 years,College of Agricultural and Life Sciences,,Not familiar at all,Very familiar,Not familiar at all,No,,Valuable,SAS,I use open source software much less than the licensed software in CSL,Knowledge Sharing,Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Moderately familiar,Moderately familiar,Very familiar,Yes,"OSF study design; open source data sets (e.g., Data-in-Brief)",Critical/Vital/Essential,"TechSmith Camtasia,Mathematica,NVivo,SAS",I use open source software much less than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,Yes,Camtasia,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Physics,,College of Letters and Sciences,,Very familiar,Extremely familiar,Moderately familiar,Yes,,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Community Support,Vendor Independence",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Other,,,,College of Letters and Sciences,,Not familiar at all,Very familiar,Very familiar,Yes,"There are open source textbooks for courses, some of which are quite good",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Lower Costs,Vendor Independence",Yes,Somewhat agree,Somewhat agree,Yes,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Computer Sciences,,College of Letters and Sciences,,Moderately familiar,Extremely familiar,Moderately familiar,Yes,"Qiskit, cirq, BQSKit, QOKit, teneva, quimb, autoray, stim",Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Knowledge Sharing,Flexibility,Scalability,Customization,Lower Costs",Yes,Strongly agree,Neither agree nor disagree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Economics ,,College of Letters and Sciences,,Not familiar at all,Very familiar,Slightly familiar,Yes,"Julia, R, Python",Valuable,"Matlab,SPSS from IBM,STATA",I use open source software much less than the licensed software in CSL,"Flexibility,Community Support,Lower Costs",Yes,Strongly agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,1-3 years,School of Education,,Not familiar at all,Not familiar at all,Moderately familiar,No,,Neutral,,"N/A, I don't use either",Knowledge Sharing,Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,College of Letters and Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,"Software (such as R)
Textbooks made freely available online",Neutral,STATA,I use open source software much less than the licensed software in CSL,Lower Costs,Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,7-10 years,College of Letters and Sciences,,Slightly familiar,Very familiar,Slightly familiar,No,,Irrelevant,,"N/A, I don't use either",Lower Costs,Yes,Somewhat agree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,No,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,Mathematics PhD,,College of Letters and Sciences,,Not familiar at all,Moderately familiar,Extremely familiar,Yes,Open source educational materials are very commonly used for learning math outside the classroom. Students consider them way more helpful than university lectures. ,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs,Vendor Independence",Yes,Strongly agree,Neither agree nor disagree,No,Somewhat disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Agricultural and Life Sciences,,Slightly familiar,Very familiar,Moderately familiar,Yes,"R, TeX, QGIS",Critical/Vital/Essential,"TechSmith Camtasia,STATA",I use open source software about the same as the licensed software in CSL,"Reproducibility,Knowledge Sharing,Lower Costs",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Very valuable,No,,Yes,No,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Staff,,,10+ years,College of Letters and Sciences,,Not familiar at all,Slightly familiar,Moderately familiar,No,,Neutral,,"N/A, I don't use either","Reproducibility,Knowledge Sharing",Yes,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,Office of the Vice Chancellor for Research,,Extremely familiar,Extremely familiar,Very familiar,Yes,"python, R, ImageJ other open source image analysis tools",Critical/Vital/Essential,"SolidWorks,Autodesk,Labview,Mathematica,Matlab",I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,10+ years,School of Education,,Slightly familiar,Slightly familiar,Not familiar at all,Yes,"Mostly ""open source journals"" that I've seen and read about",Neutral,NVivo,"N/A, I don't use either","Knowledge Sharing,Community Support,Lower Costs",Not sure,Somewhat disagree,Neither agree nor disagree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,4-7 years,College of Letters and Sciences,,Very familiar,Very familiar,Moderately familiar,Yes,,Neutral,"Matlab,SAS,STATA",I use open source software much less than the licensed software in CSL,,Not sure,Somewhat agree,Somewhat agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Graduate Student,,,,Graduate School,,Not familiar at all,Moderately familiar,Very familiar,Yes,,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Community Support,Customization",Yes,Strongly agree,Strongly agree,Yes,Neither agree nor disagree,Very valuable,No,,Yes,Yes,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,0-1 years,College of Agricultural and Life Sciences,,Slightly familiar,Extremely familiar,Extremely familiar,Yes,R software. National Ecological Observatory Network,Critical/Vital/Essential,,I use open source software much more than the licensed software in CSL,"Reproducibility,Knowledge Sharing,Flexibility,Scalability,Community Support,Customization,Lower Costs",Yes,Strongly agree,Strongly agree,Yes,Somewhat agree,Very valuable,No,,No,No,,,
,,,,41,,FALSE,,,,,,,,,,,,Yes,,Undergraduate Student,,Computer Science and Information Science,,School of Computer Data and Information Sciences,,Slightly familiar,Slightly familiar,Moderately familiar,Yes,,,,,,,,,,,,,,,,,,
,,,,100,,TRUE,,,,,,,,,,,,Yes,,Faculty,,,1-3 years,College of Letters and Sciences,,Not familiar at all,Very familiar,Moderately familiar,Yes,,Valuable,,"N/A, I don't use either","Knowledge Sharing,Flexibility,Community Support,Lower Costs,Vendor Independence",Yes,Strongly agree,Strongly agree,No,Neither agree nor disagree,Some value,No,,Yes,Yes,,,
